Name,Card Link,Collector Number,Rarity,Domain 1,Domain 2,types,Subtype 1,Subtype 2,Subtype 3,Subtype 4,Subtype 5,supertypes,cmc,Energy,Power,Total Cost,Might,Description,ALT TEXT,Tags
Yordle Explorer,https://riftdecks.com/cards/details-yordle-explorer,SFD-100/221,common,body,,unit,yordle,bandlecity,,,,,4,4,,4,4,"When you play a card with Power cost \[A]\[A] or more, draw 1.","Riftbound Unit: Yordle Explorer. When you play a card with Power cost [A][A] or more, draw 1.",
Fae Dragon,https://riftdecks.com/cards/details-fae-dragon,SFD-101/221,uncommon,body,,unit,fae,dragon,bandlecity,,,,7,7,C,7C,7,"When you play me, buff up to four friendly units.  (Give each a +1 [S] buff if it doesn't have one.) 
When you spend a buff, play a Gold gear token exhausted.","Riftbound Unit: Fae Dragon. When you play me, buff up to four friendly units. (Give each a +1 [S] buff if it doesn't have one.)
When you spend a buff, play a Gold gear token exhausted.",
Hexdrinker,https://riftdecks.com/cards/details-hexdrinker,SFD-102/221,uncommon,body,,gear,equipment,,,,,,2,2,,2,1,[Equip] [C]  ([C]: Attach this to a unit you control.) ,Riftbound Gear: Hexdrinker. [Equip] [C] ([C]: Attach this to a unit you control.),
Jaull-Fish,https://riftdecks.com/cards/details-jaull-fish,SFD-103/221,uncommon,body,,unit,bilgewater,,,,,,7,7,CC,7CC,6,"[Accelerate]**   ** (You may pay \[1]\[C] as an additional cost to have me enter ready.) 
I cost [2] less for each of your [Mighty] units.  (A unit is Mighty while it has 5+ [S].) ","Riftbound Unit: Jaull-Fish. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)
I cost [2] less for each of your [Mighty] units. (A unit is Mighty while it has 5+ [S].)",
Petricite Monument,https://riftdecks.com/cards/details-petricite-monument,SFD-104/221,uncommon,body,,gear,,,,,,,2,2,,2,,"[Temporary]  (Kill this at the start of its controller's Beginning Phase, before scoring.) 
Friendly units have [Deflect].  (Opponents must pay [A] to choose them with a spell or ability.) ","Riftbound Gear: Petricite Monument. [Temporary] (Kill this at the start of its controller's Beginning Phase, before scoring.)
Friendly units have [Deflect]. (Opponents must pay [A] to choose them with a spell or ability.)",
Ruin Runner,https://riftdecks.com/cards/details-ruin-runner,SFD-105/221,uncommon,body,,unit,shurima,,,,,,6,6,,6,5,I can't be chosen by enemy spells and abilities.,Riftbound Unit: Ruin Runner. I can't be chosen by enemy spells and abilities.,
Show of Strength,https://riftdecks.com/cards/details-show-of-strength,SFD-106/221,uncommon,body,,spell,,,,,,,2,2,C,2C,,"[Reaction]  (Play any time, even before spells and abilities resolve.) 
Draw 1 for each of your [Mighty] units.  (A unit is Mighty while it has 5+ [S].) ","Riftbound Spell: Show of Strength. [Reaction] (Play any time, even before spells and abilities resolve.)
Draw 1 for each of your [Mighty] units. (A unit is Mighty while it has 5+ [S].)",
Strike Down,https://riftdecks.com/cards/details-strike-down,SFD-107/221,uncommon,body,,spell,,,,,,,3,3,C,3C,,Choose an equipped friendly unit. It deals damage equal to its Might to an enemy unit. Then detach an Equipment from it.,Riftbound Spell: Strike Down. Choose an equipped friendly unit. It deals damage equal to its Might to an enemy unit. Then detach an Equipment from it.,
Warmog's Armor,https://riftdecks.com/cards/details-warmogs-armor,SFD-108/221,uncommon,body,,gear,equipment,,,,,,1,1,,1,1,[Equip] [C]  ([C]: Attach this to a unit you control.) ,Riftbound Gear: Warmog's Armor. [Equip] [C] ([C]: Attach this to a unit you control.),
"Akshan, Mischievous",https://riftdecks.com/cards/details-akshan-mischievous,SFD-109/221,rare,body,,unit,akshan,shurima,sentinel,,,champion,4,4,,4,4,"[Weaponmaster]
You may pay \[C]\[C] as an additional cost to play me.
When you play me, if you paid the additional cost, move an enemy gear to your base. You control it until I leave the board. If it's an Equipment, attach it to me.","Riftbound Unit: Akshan, Mischievous. [Weaponmaster]
You may pay [C][C] as an additional cost to play me.
When you play me, if you paid the additional cost, move an enemy gear to your base. You control it until I leave the board. If it's an Equipment, attach it to me.",
"Fiora, Peerless",https://riftdecks.com/cards/details-fiora-peerless,SFD-110a/221,showcase,body,,unit,fiora,demacia,,,,champion,3,3,C,3C,3,"When I attack or defend one on one, double my Might this combat.","Riftbound Unit: Fiora, Peerless. When I attack or defend one on one, double my Might this combat.",
Here to Help,https://riftdecks.com/cards/details-here-to-help,SFD-111/221,rare,body,,spell,,,,,,,2,2,C,2C,,"[Hidden]  (Hide now for [A] to react with later for [0].) 
[Action]  (Play on your turn or in showdowns.) 
You may play a unit from hand to a battlefield you control, reducing its cost by [3].","Riftbound Spell: Here to Help. [Hidden] (Hide now for [A] to react with later for [0].)
[Action] (Play on your turn or in showdowns.)
You may play a unit from hand to a battlefield you control, reducing its cost by [3].",
Kato the Arm,https://riftdecks.com/cards/details-kato-the-arm,SFD-112/221,rare,body,,unit,noxus,,,,,,4,4,C,4C,3,"[Deflect]  (Opponents must pay [A] to choose me with a spell or ability.) 
When I move to a battlefield, give a friendly unit my keywords and +[S] equal to my Might this turn.","Riftbound Unit: Kato the Arm. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
When I move to a battlefield, give a friendly unit my keywords and +[S] equal to my Might this turn.",
"Lucian, Merciless",https://riftdecks.com/cards/details-lucian-merciless,SFD-113a/221,showcase,body,,unit,lucian,demacia,sentinel,,,champion,3,3,,3,3,"[Weaponmaster]  (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.) 
The first time I conquer each turn, ready me.","Riftbound Unit: Lucian, Merciless. [Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)
The first time I conquer each turn, ready me.",
Marching Orders,https://riftdecks.com/cards/details-marching-orders,SFD-114/221,rare,body,,spell,,,,,,,3,3,,3,,"[Action]  (Play on your turn or in showdowns.) 
[Repeat] [3]  (You may pay the additional cost to repeat this spell's effect.) 
Choose a friendly unit anywhere and an enemy unit at a battlefield. They deal damage equal to their Mights to each other.","Riftbound Spell: Marching Orders. [Action] (Play on your turn or in showdowns.)
[Repeat] [3] (You may pay the additional cost to repeat this spell's effect.)
Choose a friendly unit anywhere and an enemy unit at a battlefield. They deal damage equal to their Mights to each other.",
Trinity Force,https://riftdecks.com/cards/details-trinity-force,SFD-115/221,rare,body,,gear,equipment,,,,,,4,4,,4,2,[Equip] [C]  ([C]: Attach this to a unit you control.) ,Riftbound Gear: Trinity Force. [Equip] [C] ([C]: Attach this to a unit you control.),
"Yone, Blademaster",https://riftdecks.com/cards/details-yone-blademaster,SFD-116/221,rare,body,,unit,yone,ionia,demon,,,champion,5,5,C,5C,5,"[Weaponmaster]  (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.) 
When I conquer an open battlefield, deal damage equal to my Might to an enemy unit in a base.","Riftbound Unit: Yone, Blademaster. [Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)
When I conquer an open battlefield, deal damage equal to my Might to an enemy unit in a base.",
Ancient Henge,https://riftdecks.com/cards/details-ancient-henge,SFD-117/221,epic,body,,gear,,,,,,,2,2,C,2C,,[T]: [Reaction] — Pay any amount of Energy to [Add] that much [A].  (Abilities that add resources can't be reacted to.) ,Riftbound Gear: Ancient Henge. [T]: [Reaction] — Pay any amount of Energy to [Add] that much [A]. (Abilities that add resources can't be reacted to.),
Boneshiver,https://riftdecks.com/cards/details-boneshiver,SFD-118/221,epic,body,,gear,equipment,,,,,,3,3,,3,2,[Equip] \[1]\[C]  (\[1]\[C]: Attach this to a unit you control.) ,Riftbound Gear: Boneshiver. [Equip] [1][C] ([1][C]: Attach this to a unit you control.),
"Jax, Unrelenting",https://riftdecks.com/cards/details-jax-unrelenting,SFD-119a/221,showcase,body,,unit,jax,icathia,,,,champion,4,4,C,4C,3,"[Weaponmaster]  (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.) 
When you attach an Equipment to me, you may pay [1] to draw 1.","Riftbound Unit: Jax, Unrelenting. [Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)
When you attach an Equipment to me, you may pay [1] to draw 1.",
"Sivir, Ambitious",https://riftdecks.com/cards/details-sivir-ambitious,SFD-120/221,epic,body,,unit,sivir,shurima,,,,champion,6,6,CCC,6CCC,7,"[Deflect 2]  (Opponents must pay \[A]\[A] to choose me with a spell or Ability.) 
When I conquer after an attack, if you assigned 5 or more excess damage to enemy units, you may deal that much to an enemy unit.","Riftbound Unit: Sivir, Ambitious. [Deflect 2] (Opponents must pay [A][A] to choose me with a spell or Ability.)
When I conquer after an attack, if you assigned 5 or more excess damage to enemy units, you may deal that much to an enemy unit.",
Black Market Broker,https://riftdecks.com/cards/details-black-market-broker,SFD-121/221,common,chaos,,unit,zaun,,,,,,3,3,,3,3,"When you play a card from face down, play a Gold gear token exhausted.","Riftbound Unit: Black Market Broker. When you play a card from face down, play a Gold gear token exhausted.",
Called Shot,https://riftdecks.com/cards/details-called-shot,SFD-122/221,common,chaos,,spell,,,,,,,,,C,0C,,"[Action]  (Play on your turn or in showdowns.) 
[Repeat] [C]  (You may pay the additional cost to repeat this spell's effect.) 
Look at the top 2 cards of your Main Deck. Draw one and recycle the other.","Riftbound Spell: Called Shot. [Action] (Play on your turn or in showdowns.)
[Repeat] [C] (You may pay the additional cost to repeat this spell's effect.)
Look at the top 2 cards of your Main Deck. Draw one and recycle the other.",
Corrupt Enforcer,https://riftdecks.com/cards/details-corrupt-enforcer,SFD-123/221,common,chaos,,unit,piltover,,,,,,3,3,C,3C,4,"When I move to a battlefield, discard 1.
When I win a combat, draw 1.","Riftbound Unit: Corrupt Enforcer. When I move to a battlefield, discard 1.
When I win a combat, draw 1.",
Doran's Ring,https://riftdecks.com/cards/details-dorans-ring,SFD-124/221,common,chaos,,gear,equipment,,,,,,1,1,,1,1,[Equip] [C]  ([C]: Attach this to a unit you control.),Riftbound Gear: Doran's Ring. [Equip] [C] ([C]: Attach this to a unit you control.),
Fae Porter,https://riftdecks.com/cards/details-fae-porter,SFD-125/221,common,chaos,,unit,fae,ionia,,,,,4,4,,4,4,"When I move to a battlefield, you may pay [C] to move a unit you control to the same battlefield.","Riftbound Unit: Fae Porter. When I move to a battlefield, you may pay [C] to move a unit you control to the same battlefield.",
Loyal Pup,https://riftdecks.com/cards/details-loyal-pup,SFD-126/221,common,chaos,,unit,dog,bandlecity,,,,,3,3,,3,3,"When you defend at a battlefield, you may move me there.","Riftbound Unit: Loyal Pup. When you defend at a battlefield, you may move me there.",
Master Bingwen,https://riftdecks.com/cards/details-master-bingwen,SFD-127/221,common,chaos,,unit,ionia,,,,,,6,6,,6,6,"[Weaponmaster]  (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.) ","Riftbound Unit: Master Bingwen. [Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)",
Overzealous Fan,https://riftdecks.com/cards/details-overzealous-fan,SFD-128/221,common,chaos,,unit,noxus,,,,,,2,2,,2,2,"When I defend, you may kill me to move an attacking unit to its base.","Riftbound Unit: Overzealous Fan. When I defend, you may kill me to move an attacking unit to its base.",
Temptation,https://riftdecks.com/cards/details-temptation,SFD-129/221,common,chaos,,spell,,,,,,,2,2,,2,,"[Repeat] [2]  (You may pay the additional cost to repeat this spell's effect.) 
Move an enemy unit to a location where there's a unit with the same controller.","Riftbound Spell: Temptation. [Repeat] [2] (You may pay the additional cost to repeat this spell's effect.)
Move an enemy unit to a location where there's a unit with the same controller.",
Treasure Hunter,https://riftdecks.com/cards/details-treasure-hunter,SFD-130/221,common,chaos,,unit,shurima,,,,,,2,2,,2,1,"When I move, play a Gold gear token exhausted.","Riftbound Unit: Treasure Hunter. When I move, play a Gold gear token exhausted.",
Ancient Warmonger,https://riftdecks.com/cards/details-ancient-warmonger,SFD-131/221,uncommon,chaos,,unit,spirit,noxus,,,,,5,5,,5,4,"[Accelerate]  ( Y ou may pay \[1]\[C] as an additional cost to have me enter ready.) 
I have [Assault] equal to the number of enemy units here.  (+1 [S] while I'm an attacker for each instance of Assault.) ","Riftbound Unit: Ancient Warmonger. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)
I have [Assault] equal to the number of enemy units here. (+1 [S] while I'm an attacker for each instance of Assault.)",
Beast Below,https://riftdecks.com/cards/details-beast-below,SFD-132/221,uncommon,chaos,,unit,bilgewater,,,,,,7,7,CC,7CC,8,"When you play me, return another friendly unit and an enemy unit to their owners' hands.","Riftbound Unit: Beast Below. When you play me, return another friendly unit and an enemy unit to their owners' hands.",
Boots of Swiftness,https://riftdecks.com/cards/details-boots-of-swiftness,SFD-133/221,uncommon,chaos,,gear,equipment,,,,,,3,3,,3,2,[Equip] [C]  ([C]: Attach this to a unit you control.) ,Riftbound Gear: Boots of Swiftness. [Equip] [C] ([C]: Attach this to a unit you control.),
Cull,https://riftdecks.com/cards/details-cull,SFD-134/221,uncommon,chaos,,gear,equipment,,,,,,1,1,,1,1,[Equip] [C]  ([C]: Attach this to a unit you control.) ,Riftbound Gear: Cull. [Equip] [C] ([C]: Attach this to a unit you control.),
Factory Recall,https://riftdecks.com/cards/details-factory-recall,SFD-135/221,uncommon,chaos,,spell,,,,,,,1,1,,1,,"[Action]  (Play on your turn or in showdowns.) 
Return a gear to its owner's hand.","Riftbound Spell: Factory Recall. [Action] (Play on your turn or in showdowns.)
Return a gear to its owner's hand.",
Hard Bargain,https://riftdecks.com/cards/details-hard-bargain,SFD-136/221,uncommon,chaos,,spell,,,,,,,2,2,,2,,"[Reaction]  (Play any time, even before spells and abilities resolve.) 
[Repeat] [2]  (You may pay the additional cost to repeat this spell's effect.) 
Counter a spell unless its controller pays [2].","Riftbound Spell: Hard Bargain. [Reaction] (Play any time, even before spells and abilities resolve.)
[Repeat] [2] (You may pay the additional cost to repeat this spell's effect.)
Counter a spell unless its controller pays [2].",
Harpoon Squad,https://riftdecks.com/cards/details-harpoon-squad,SFD-137/221,uncommon,chaos,,unit,pirate,...,,,,,,,,,,,,
Windsinger,https://riftdecks.com/cards/details-windsinger,SFD-138/221,uncommon,chaos,,unit,ionia,,,,,,2,2,,2,1,"Hidden  (Hide now for [A] to react with later for [0].) 
When you play me, you may return another unit at a battlefield with 3 [S] or less to its owner's hand.","Riftbound Unit: Windsinger. Hidden (Hide now for [A] to react with later for [0].)
When you play me, you may return another unit at a battlefield with 3 [S] or less to its owner's hand.",
Edge of Night,https://riftdecks.com/cards/details-edge-of-night,SFD-139/221,rare,chaos,,gear,equipment,,,,,,3,3,,3,2,"[Hidden]  (Hide now for [A] to react with later for [0].) 
When you play this from face down, attach it to a unit you control here.
[Equip] [C]  ([C]: Attach this to a unit you control.) ","Riftbound Gear: Edge of Night. [Hidden] (Hide now for [A] to react with later for [0].)
When you play this from face down, attach it to a unit you control here.
[Equip] [C] ([C]: Attach this to a unit you control.)",
"Fizz, Trickster",https://riftdecks.com/cards/details-fizz-trickster,SFD-140/221,rare,chaos,,unit,yordle,fizz,bilgewater,,,champion,3,3,C,3C,3,"When you play me, you may play a spell from your trash with Energy cost no more than [3], ignoring its Energy cost. Recycle that spell after you play it.  (You must still pay its Power cost.) ","Riftbound Unit: Fizz, Trickster. When you play me, you may play a spell from your trash with Energy cost no more than [3], ignoring its Energy cost. Recycle that spell after you play it. (You must still pay its Power cost.)",
"Irelia, Graceful",https://riftdecks.com/cards/details-irelia-graceful,SFD-141a/221,showcase,chaos,,unit,irelia,ionia,,,,champion,4,4,C,4C,4,Your spells that choose me cost [1] or [A] less.,"Riftbound Unit: Irelia, Graceful. Your spells that choose me cost [1] or [A] less.",
Jae Medarda,https://riftdecks.com/cards/details-jae-medarda,SFD-142/221,rare,chaos,,unit,noxus,,,,,,5,5,CC,5CC,5,"When you choose me with a spell, draw 1.","Riftbound Unit: Jae Medarda. When you choose me with a spell, draw 1.",
"Sivir, Mercenary",https://riftdecks.com/cards/details-sivir-mercenary,SFD-143a/221,showcase,chaos,,unit,sivir,shurima,,,,champion,4,4,C,4C,4,"[Accelerate]  (You may pay \[1]\[C] as an additional cost to have me enter ready.) 
If you've spent at least \[A]\[A] this turn, I have +2 [S] and [Ganking].  (I can move from battlefield to battlefield.) ","Riftbound Unit: Sivir, Mercenary. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)
If you've spent at least [A][A] this turn, I have +2 [S] and [Ganking]. (I can move from battlefield to battlefield.)",
Spirit Wheel,https://riftdecks.com/cards/details-spirit-wheel,SFD-144/221,rare,chaos,,gear,,,,,,,2,2,,2,,"When you choose a friendly unit, you may pay [1] and exhaust this to draw 1.","Riftbound Gear: Spirit Wheel. When you choose a friendly unit, you may pay [1] and exhaust this to draw 1.",
Switcheroo,https://riftdecks.com/cards/details-switcheroo,SFD-145/221,rare,chaos,,spell,,,,,,,2,2,CC,2CC,,"[Hidden]  (Hide now for [A] to react with later for [0].) 
[Action]  (Play on your turn or in showdowns.) 
Swap the Might of two units at the same battlefield this turn.","Riftbound Spell: Switcheroo. [Hidden] (Hide now for [A] to react with later for [0].)
[Action] (Play on your turn or in showdowns.)
Swap the Might of two units at the same battlefield this turn.",
"Vex, Cheerless",https://riftdecks.com/cards/details-vex-cheerless,SFD-146/221,rare,chaos,,unit,yordle,vex,shadowisles,,,champion,5,5,C,5C,5,"While I'm in combat, friendly spells cost \[1]\[A] less to a minimum of [1], and enemy spells cost \[1]\[A] more.","Riftbound Unit: Vex, Cheerless. While I'm in combat, friendly spells cost [1][A] less to a minimum of [1], and enemy spells cost [1][A] more.",
Downwell,https://riftdecks.com/cards/details-downwell,SFD-147/221,epic,chaos,,spell,,,,,,,8,8,CC,8CC,,Return all units and gear to their owners' hands.,Riftbound Spell: Downwell. Return all units and gear to their owners' hands.,
"Draven, Audacious",https://riftdecks.com/cards/details-draven-audacious,SFD-148/221,epic,chaos,,unit,draven,noxus,,,,champion,6,6,C,6C,6,"[Deflect]  (Opponents must pay [A] to choose me with a spell or ability.) 
The first time I win a combat each turn, you score 1 point.
When I die in combat, choose an opponent. They score 1 point.","Riftbound Unit: Draven, Audacious. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
The first time I win a combat each turn, you score 1 point.
When I die in combat, choose an opponent. They score 1 point.",
"Ezreal, Prodigy",https://riftdecks.com/cards/details-ezreal-prodigy,SFD-149a/221,showcase,chaos,,unit,ezreal,piltover,,,,champion,3,3,C,3C,3,"When you play me, discard 1, then draw 2.
Optional additional costs you pay cost [1] or [A] less.","Riftbound Unit: Ezreal, Prodigy. When you play me, discard 1, then draw 2.
Optional additional costs you pay cost [1] or [A] less.",
Last Rites,https://riftdecks.com/cards/details-last-rites,SFD-150/221,epic,chaos,,gear,equipment,,,,,,3,3,,3,2,"[Equip] — [C], Recycle 2 cards from your trash  (Pay the cost:** **Attach this to a unit you control.) ","Riftbound Gear: Last Rites. [Equip] — [C], Recycle 2 cards from your trash (Pay the cost: Attach this to a unit you control.)",
Bonds of Strength,https://riftdecks.com/cards/details-bonds-of-strength,SFD-151/221,common,order,,spell,,,,,,,2,2,,2,,"[Reaction]  (Play any time, even before spells and abilities resolve.) 
[Repeat] [2]  (You may pay the additional cost to repeat this spell's effect.) 
Give two friendly units each +1 [S] this turn.","Riftbound Spell: Bonds of Strength. [Reaction] (Play any time, even before spells and abilities resolve.)
[Repeat] [2] (You may pay the additional cost to repeat this spell's effect.)
Give two friendly units each +1 [S] this turn.",
Eminent Benefactor,https://riftdecks.com/cards/details-eminent-benefactor,SFD-152/221,common,order,,unit,piltover,,,,,,6,6,,6,5,"When I hold, play two Gold gear tokens exhausted.","Riftbound Unit: Eminent Benefactor. When I hold, play two Gold gear tokens exhausted.",
Eye of the Herald,https://riftdecks.com/cards/details-eye-of-the-herald,SFD-153/221,common,order,,gear,equipment,,,,,,1,1,,1,,[Equip] [C]  ([C]: Attach this to a unit you control.) ,Riftbound Gear: Eye of the Herald. [Equip] [C] ([C]: Attach this to a unit you control.),
Guards!,https://riftdecks.com/cards/details-guards,SFD-154/221,common,order,,spell,,,,,,,3,3,,3,,"[Hidden]  (Hide now for [A] to react with later for [0].) 
Play a 2 [S] Sand Soldier unit token. You may pay [C] to ready it.","Riftbound Spell: Guards!. [Hidden] (Hide now for [A] to react with later for [0].)
Play a 2 [S] Sand Soldier unit token. You may pay [C] to ready it.",
Honest Broker,https://riftdecks.com/cards/details-honest-broker,SFD-155/221,common,order,,unit,ionia,,,,,,2,2,,2,2,"[Deathknell] — Play a Gold gear token exhausted.  (When I die, get the effect.) ","Riftbound Unit: Honest Broker. [Deathknell] — Play a Gold gear token exhausted. (When I die, get the effect.)",
Laurent Duelist,https://riftdecks.com/cards/details-laurent-duelist,SFD-156/221,common,order,,unit,demacia,,,,,,4,4,,4,3,[Assault 2]  (+2 [S] while I'm an attacker.) ,Riftbound Unit: Laurent Duelist. [Assault 2] (+2 [S] while I'm an attacker.),
Royal Guard,https://riftdecks.com/cards/details-royal-guard,SFD-157/221,common,order,,unit,shurima,,,,,,4,4,,4,2,"When you play me, play a 2 [S] Sand Soldier unit token here.","Riftbound Unit: Royal Guard. When you play me, play a 2 [S] Sand Soldier unit token here.",
Sandshifter,https://riftdecks.com/cards/details-sandshifter,SFD-158/221,common,order,,unit,shurima,,,,,,5,5,CC,5CC,6,"When you play me, kill an enemy unit with 3 [S] or less.","Riftbound Unit: Sandshifter. When you play me, kill an enemy unit with 3 [S] or less.",
Trusty Ramhound,https://riftdecks.com/cards/details-trusty-ramhound,SFD-159/221,common,order,,unit,dog,elite,demacia,,,,2,2,,2,2,"While you have another unit here, I have +1 [S].","Riftbound Unit: Trusty Ramhound. While you have another unit here, I have +1 [S].",
Zaun Punk,https://riftdecks.com/cards/details-zaun-punk,SFD-160/221,common,order,,unit,zaun,,,,,,3,3,,3,3,"You may kill a friendly gear as an additional cost to play me.
When you play me, if you paid the additional cost, kill a gear.","Riftbound Unit: Zaun Punk. You may kill a friendly gear as an additional cost to play me.
When you play me, if you paid the additional cost, kill a gear.",
B.F. Sword,https://riftdecks.com/cards/details-b-f-sword,SFD-161/221,uncommon,order,,gear,equipment,,,,,,4,4,,4,3,[Equip] [C] ([C]: Attach this to a unit you control.),Riftbound Gear: B.F. Sword. [Equip] [C] ([C]: Attach this to a unit you control.),
Blood Money,https://riftdecks.com/cards/details-blood-money,SFD-162/221,uncommon,order,,spell,,,,,,,2,2,,2,,"[Action]  (Play on your turn or in showdowns.) 
Kill a unit at a battlefield with 2 [S] or less. If it was an enemy unit, play a Gold gear token exhausted. If it was a friendly unit, play two Gold gear tokens exhausted.","Riftbound Spell: Blood Money. [Action] (Play on your turn or in showdowns.)
Kill a unit at a battlefield with 2 [S] or less. If it was an enemy unit, play a Gold gear token exhausted. If it was a friendly unit, play two Gold gear tokens exhausted.",
Deathgrip,https://riftdecks.com/cards/details-deathgrip,SFD-163/221,uncommon,order,,spell,,,,,,,2,2,,2,,"[Reaction]  (Play any time, even before spells and abilities resolve.) 
Kill a friendly unit to give +[S] equal to its Might to another friendly unit this turn. Draw 1.","Riftbound Spell: Deathgrip. [Reaction] (Play any time, even before spells and abilities resolve.)
Kill a friendly unit to give +[S] equal to its Might to another friendly unit this turn. Draw 1.",
Drag Under,https://riftdecks.com/cards/details-drag-under,SFD-164/221,uncommon,order,,spell,,,,,,,5,5,C,5C,,"[Action]  (Play on your turn or in showdowns.) 
I cost [2] less to play from anywhere other than your hand.
Kill a unit at a battlefield.","Riftbound Spell: Drag Under. [Action] (Play on your turn or in showdowns.)
I cost [2] less to play from anywhere other than your hand.
Kill a unit at a battlefield.",
Glasc Mixologist,https://riftdecks.com/cards/details-glasc-mixologist,SFD-165/221,uncommon,order,,unit,zaun,,,,,,5,5,C,5C,5,"[Deathknell] — You may play a unit with cost no more than [3] and no more than [A] from your trash, ignoring its cost. ( When I die, get the effect.) ","Riftbound Unit: Glasc Mixologist. [Deathknell] — You may play a unit with cost no more than [3] and no more than [A] from your trash, ignoring its cost. (When I die, get the effect.)",
Rally the Troops,https://riftdecks.com/cards/details-rally-the-troops,SFD-166/221,uncommon,order,,spell,,,,,,,2,2,,2,,"[Action]  (Play on your turn or in showdowns.) 
When a friendly unit is played this turn, buff it.  (If it doesn't have a buff, it gets a +1 [S] buff.) 
Draw 1.","Riftbound Spell: Rally the Troops. [Action] (Play on your turn or in showdowns.)
When a friendly unit is played this turn, buff it. (If it doesn't have a buff, it gets a +1 [S] buff.)
Draw 1.",
Unsung Hero,https://riftdecks.com/cards/details-unsung-hero,SFD-167/221,uncommon,order,,unit,elite,demacia,,,,,2,2,,2,2,"[Deathknell] — If I was [Mighty], draw 2. ( When I die, get the effect. I'm Mighty while I have 5+ [S].) ","Riftbound Unit: Unsung Hero. [Deathknell] — If I was [Mighty], draw 2. (When I die, get the effect. I'm Mighty while I have 5+ [S].)",
Vanguard Armory,https://riftdecks.com/cards/details-vanguard-armory,SFD-168/221,uncommon,order,,gear,,,,,,,7,7,C,7C,,[T]: Play three 1 [S] Recruit unit tokens.  (You may play them to different locations.) ,Riftbound Gear: Vanguard Armory. [T]: Play three 1 [S] Recruit unit tokens. (You may play them to different locations.),
Altar of Memories,https://riftdecks.com/cards/details-altar-of-memories,SFD-169/221,rare,order,,gear,,,,,,,2,2,,2,,"When a friendly unit dies, you may exhaust me to draw 1, then put a card from your hand on the top or bottom of your Main Deck.","Riftbound Gear: Altar of Memories. When a friendly unit dies, you may exhaust me to draw 1, then put a card from your hand on the top or bottom of your Main Deck.",
"Rek'Sai, Swarm Queen",https://riftdecks.com/cards/details-reksai-swarm-queen,SFD-170a/221,showcase,order,,unit,reksai,thevoid,,,,champion,5,5,C,5C,5,"When I attack, you may reveal the top 2 cards of your Main Deck. You may play one. Then recycle the rest. If the played card is a unit, you may play it here.","Riftbound Unit: Rek'Sai, Swarm Queen. When I attack, you may reveal the top 2 cards of your Main Deck. You may play one. Then recycle the rest. If the played card is a unit, you may play it here.",
"Renata Glasc, Industrialist",https://riftdecks.com/cards/details-renata-glasc-industrialist,SFD-171a/221,showcase,order,,unit,renataglasc,zaun,,,,champion,4,4,C,4C,4,Your tokens enter ready.,"Riftbound Unit: Renata Glasc, Industrialist. Your tokens enter ready.",
Sacred Shears,https://riftdecks.com/cards/details-sacred-shears,SFD-172/221,rare,order,,gear,equipment,,,,,,2,2,C,2C,1,[Equip] [C]  ([C]: Attach this to a unit you control.) ,Riftbound Gear: Sacred Shears. [Equip] [C] ([C]: Attach this to a unit you control.),
Trove Golem,https://riftdecks.com/cards/details-trove-golem,SFD-174/221,rare,order,,unit,freljord,,,,,,8,8,CC,8CC,9,"When you play me, play four Gold gear tokens exhausted.","Riftbound Unit: Trove Golem. When you play me, play four Gold gear tokens exhausted.",
Undertitan,https://riftdecks.com/cards/details-undertitan,SFD-175/221,rare,order,,unit,thevoid,,,,,,6,6,C,6C,5,"When you play me, give your other units +2 [S] this turn.
As I'm revealed from your deck, [Add] [2].","Riftbound Unit: Undertitan. When you play me, give your other units +2 [S] this turn.
As I'm revealed from your deck, [Add] [2].",
"Xin Zhao, Vigilant",https://riftdecks.com/cards/details-xin-zhao-vigilant,SFD-176/221,rare,order,,unit,demacia,xinzhao,,,,champion,3,3,C,3C,4,"[Tank]  (I must be assigned combat damage first.) 
I enter ready if you have two or more other units in your base.","Riftbound Unit: Xin Zhao, Vigilant. [Tank] (I must be assigned combat damage first.)
I enter ready if you have two or more other units in your base.",
